,spot_idx,longitude,latitude,utmk_x,utmk_y,year,month,이전 3달 평균 250m 사고빈도,전년도 같은 달 250m 사고빈도,전년도 평균 250m 사고빈도,3년 평균 250m 사고빈도,1500m 내 공사 수,2000m 내 대규모 공사,predicted,rounded_predicted,acci_rate
0,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,1,0.3333333333333333,0,0.5833333333333334,0.5555555555555556,0,0,0.2048426597744597,0.0,0
1,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,2,0.3333333333333333,0,0.8333333333333334,0.5277777777777778,0,0,0.1928181767392747,0.0,1
2,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,3,0.6666666666666666,0,0.9166666666666666,0.5277777777777778,0,0,0.2474457662460683,0.0,0
3,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,4,0.3333333333333333,0,0.8333333333333334,0.5277777777777778,0,0,0.1928181767392747,0.0,2
4,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,5,1.0,0,0.75,0.5,0,0,0.2675128131678921,0.0,0
5,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,6,0.6666666666666666,1,0.5,0.5,0,0,0.12073487815174566,0.0,0
6,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,7,0.6666666666666666,2,0.5,0.5,2,0,0.2510399318511789,0.0,0
7,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,8,0.0,0,0.4166666666666667,0.5277777777777778,2,0,0.18868155634934203,0.0,1
8,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,9,0.3333333333333333,1,0.0,0.5277777777777778,2,0,0.1966824698914884,0.0,0
9,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,10,0.3333333333333333,0,0.0,0.5555555555555556,2,0,0.2429973536122758,0.0,0
10,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,11,0.3333333333333333,0,0.0,0.5555555555555556,2,0,0.2429973536122758,0.0,0
11,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2012,12,0.0,1,0.0,0.5277777777777778,0,0,0.2022733585873846,0.0,2
12,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2013,1,0.6666666666666666,0,0.0,0.5277777777777778,0,0,0.21042436800548758,0.0,0
13,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2013,2,0.6666666666666666,1,0.6666666666666666,0.4722222222222222,2,0,0.13315492919779626,0.0,0
14,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2013,3,0.6666666666666666,0,0.6666666666666666,0.5,2,0,0.2007001915177815,0.0,0
15,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2013,4,0.0,2,0.75,0.5,2,0,0.23147059266296832,0.0,0
16,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2013,5,0.0,0,0.75,0.5277777777777778,3,0,0.16337491406812887,0.0,0
17,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2013,6,0.0,0,0.75,0.5,1,0,0.14794283713056178,0.0,0
18,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2013,7,0.0,0,0.6666666666666666,0.5,1,0,0.15164009203552942,0.0,1
19,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2013,8,0.3333333333333333,1,0.6666666666666666,0.5,2,0,0.12018504154190346,0.0,0
20,0,126.86729044076208,37.49264457839287,944258.2822489626,1943591.9339823427,2013,9,0.3333333333333333,0,0.16666666666666666,0.5277777777777778,2,0,0.20617599394715969,0.0,2
